Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,daily_returns,std_10,std_45,std_252,market_daily_returns,beta,residual_volatility,Typical Price,BBAND_10,BBAND_UP_10,BBAND_DOWN_10,SMA_10,EMA_10,ER_10,BBAND_45,BBAND_UP_45,BBAND_DOWN_45,SMA_45,EMA_45,ER_45,BBAND_252,BBAND_UP_252,BBAND_DOWN_252,SMA_252,EMA_252,ER_252,ROC_10,RSI_10,STOCHF_K_10,STOCH_K_10,STOCHF_D_10,STOCH_D_10,PLUS_DI_10,MINUS_DI_10,ADX_10,ROC_45,RSI_45,STOCHF_K_45,STOCH_K_45,STOCHF_D_45,STOCH_D_45,PLUS_DI_45,MINUS_DI_45,ADX_45,ROC_252,RSI_252,STOCHF_K_252,STOCH_K_252,STOCHF_D_252,STOCH_D_252,PLUS_DI_252,MINUS_DI_252,ADX_252,CMO_10,CMO_45,CMO_252,TR_10,ATR_10,NATR_10,TR_45,ATR_45,NATR_45,TR_252,ATR_252,NATR_252
2010-01-04,28.30846677835193,28.526224215108485,27.759718768722674,27.933923721313477,13700400,0.0,0,-0.5581281972239914,0.8391168110659858,1.4767046593265638,2.5089641903458064,1.6043417666686846,0.39962893335968663,1.6952146855240402,28.227167536182094,28.070673751831055,28.39430563354436,27.74704187011775,28.070673751831055,27.97836849891415,-0.03846259344124787,26.445574484931097,29.243646618230848,23.647502351631346,26.445574484931097,26.6492702832551,0.17028283946477793,21.14543402384198,28.896658919801755,13.394209127882203,21.14543402384198,22.745883148370556,,-0.005550572751612193,51.656068144359615,66.33632627958562,79.9455433627732,76.68213058971747,66.33979538877284,25.08425641830454,20.282469795233286,26.830195070338334,0.15803714872700692,62.0669778488498,94.22539758653143,-37.42853375661454,85.87978055643977,8.586137026185963,26.31187364334319,16.81387224875627,21.61065865590626,,,,,,,24.659488892711337,18.04318606408953,16.266487368272074,-7.826270746715133,27.344924305668176,,0.7665054463858105,0.44858039527206583,1.6058624622426414,0.7665054463858105,0.5611600689447219,2.0088838021583015,0.7665054463858105,0.6709928555460702,2.4020716253123626
2010-01-05,27.93391913352842,28.012311930794368,27.61163911041919,27.86423683166504,10307700,0.0,0,-0.24947046588828004,0.8442558171833938,1.4114285906079147,2.506193619230984,0.31156756258232815,0.39937954139033105,1.6924763882146834,28.07328890171488,28.07415771484375,28.386809481895654,27.761505947791846,28.07415771484375,27.97028763025948,0.028455336630241638,26.526305558946397,29.272174495301044,23.78043662259175,26.526305558946397,26.705124780561988,0.19919432290885764,21.175705463167223,28.972116272929483,13.379294653404962,21.175705463167223,22.786895326812793,0.04742615049806907,0.004384600829805629,43.03798589598229,41.88068314061612,62.3914835979499,73.37452862397043,67.89938922635923,23.160459840445395,22.113496754427604,25.122894811548836,0.19088969954338486,63.326185721461,88.75654854368804,-88.46067010940882,86.91721701077152,6.776266597513227,26.184745271633552,17.331546145265175,21.619090956156555,0.3561805608286679,,96.17605840165149,,,,24.535792959458924,18.090913515684512,15.878672971398514,7.070702602271596,33.476850019786305,7.9481583654438035,0.4006728203751777,0.43725708224575044,1.569241192168054,0.4006728203751777,0.5513110853006923,1.9785615828321557,0.4006728203751777,0.6701567170082228,2.4050783125940627
2010-01-06,27.78584785404496,27.87295115868733,27.594221912917632,27.71616554260254,10709500,0.0,0,-0.5314026361354751,0.6990605640061252,1.3393268193322172,2.497910286755152,0.05455206301101611,0.3988481656600718,1.6828411052160186,27.8293959576262,28.023637962341308,28.389337634088147,27.65793829059447,28.023637962341308,27.95100566687867,0.008350352578127353,26.618480512830946,29.233495802150973,24.00346522351092,26.618480512830946,26.755520956696905,0.16486777385867046,21.202621520511688,29.04238496260243,13.362858078420945,21.202621520511688,22.827032413807675,0.049380877771205166,0.0012519002792137357,51.71337715431574,35.04251513825151,54.10255027168653,69.42169483907125,68.22690567208846,21.799797502329437,21.230928378971623,22.83195096292136,0.14992561515089498,67.04153626062721,87.43363817666952,-113.92726709727633,87.50242228907642,3.7013408203285803,26.244313800413998,17.443183423514824,21.590414035389223,0.3769749575965853,54.068436046963754,95.72612955067756,-627.0964280570881,,,24.508400275371205,18.08702194988926,15.624498553899977,1.9606832872842186,28.67360175761365,8.290704244691819,0.2787292457696964,0.4180941397733804,1.5084847834767316,0.2787292457696964,0.5377954823084589,1.940367550055988,0.2787292457696964,0.6667181151839559,2.40552075704391
2010-01-07,27.672616988632118,27.751009803098526,27.47228053448796,27.724878311157227,8202100,0.0,0,0.031435692434781774,0.7010063632759512,1.3398706841290686,2.4794821786460033,0.400120187417657,0.40226450451537704,1.6732169337846619,27.727779538069168,27.981828880310058,28.38096348314617,27.582694277473944,27.981828880310058,27.908307462464826,-0.12581350948306683,26.710083770751954,29.177565515233454,24.242602026270454,26.710083770751954,26.797288112605848,0.19358140141728528,21.23343340555827,29.114512504302567,13.352354306813972,21.23343340555827,22.86568168755309,0.04408089519521575,-0.01790124466397347,47.27946993266012,11.428836053355429,55.29912946651467,61.32851033629148,68.5813668866814,19.457666565353247,21.842411985389997,20.725478388884405,0.17599378079990302,64.10687191841528,84.62283325720493,-104.16366947595272,88.38692185416974,0.8068769220887984,26.14889532037695,17.894925156585064,21.55732556542202,0.32402154770877467,54.2104052413871,94.77016343630015,-624.2397349373193,,,24.48960791216832,18.18768060010626,15.486065229918216,-32.954439416579675,34.125217648927105,7.4160184781255225,0.27872926861056513,0.42157834281000817,1.5205777932679108,0.27872926861056513,0.5277242497398087,1.903432158717315,0.27872926861056513,0.663074493863339,2.3916227383277646
2010-01-08,27.576793377032423,27.82068223105216,27.46356027491852,27.76841926574707,7657500,0.0,0,0.15704651288702579,0.6865075265417151,1.338823040635376,2.477970826653471,0.2881727291428679,0.4024413582820954,1.6705953836720269,27.64938954958124,27.933921241760252,28.30537925927877,27.562463224241736,27.933921241760252,27.874956707681623,-0.10322492533044607,26.798636033799912,29.118037136431443,24.47923493116838,26.798636033799912,26.837618121238517,0.19653774610715008,21.265374849713037,29.186949399630528,13.343800299795546,21.265374849713037,22.904094309083558,0.05064433359953447,-0.014855959879691127,34.08675280883767,14.018892220809008,55.64099319430788,53.85619632184936,68.41542101367236,19.244079978056384,19.947448610318872,19.19055469611046,0.17464701365996516,67.90020387326555,84.78822583851309,-96.24193614782878,89.256306907274,-1.931654367010365,26.063729690839445,17.670767042767977,21.494412101687786,0.38900224626292546,53.87257169905005,94.82641412171951,-621.269351194529,,,24.439917934222205,18.110399550363795,15.341085750731857,-28.571056164544256,33.98549493958321,8.579873500692353,0.3571219561336392,0.4198362318054706,1.511919810010026,0.3571219561336392,0.5236049170208784,1.8856129764172644,0.3571219561336392,0.6620655342953715,2.3842391889841683
2010-01-11,27.46356391391192,27.646479332645814,27.08031042434365,27.315488815307617,11250500,0.0,0,-1.6310991493784899,0.8277810293008118,1.3594071178709564,2.4745155914337458,0.17467554316375106,0.40503419698912235,1.6729425813778032,27.684220590572583,27.852915000915527,28.365240369660043,27.34058963217101,27.852915000915527,27.855586263693517,-0.11879296612448478,26.869277572631837,29.04626634241253,24.692288802851145,26.869277572631837,26.87808773621715,0.1916858889479681,21.29753501831539,29.251356019487886,13.343714017142894,21.29753501831539,22.942547470796313,0.05258815892593265,-0.016959959615992726,37.769351940313186,28.09815521496875,52.313746739173794,47.32772905225118,67.25142761948318,16.304866412897592,25.494496730599796,17.652872793772936,0.1675464309180228,67.9077350409776,85.39995509005833,-81.01002333960876,90.04062230431613,-4.430552036729197,25.775593221108057,19.12577259838406,21.44060671389781,0.4081937397851745,54.434627141590944,95.10751977994045,-594.8760953037718,,,24.299799282036503,18.36561582628969,15.26204759860451,-34.16236419326584,33.22969383084112,8.913870379765102,0.6881088414034195,0.44596659893772356,1.632650991359172,0.6881088414034195,0.5176557623049033,1.8950997575222184,0.6881088414034195,0.6617549362459091,2.4226362585723207
2010-01-12,27.01934325708515,27.1064465643997,26.723193009030133,26.845136642456055,14618300,0.0,0,-1.721924787917311,0.9069219903798439,1.3025355768936164,2.4735461077305056,-0.9381166148364314,0.4086048094974469,1.675311948240703,27.34742619076569,27.75797309875488,28.577904165642227,26.938042031867536,27.75797309875488,27.757386727623352,-0.19057486578098523,26.91090545654297,29.009705412959715,24.812105500126226,26.91090545654297,26.897105174438476,0.15401570794990366,21.329366396343897,29.30759417845329,13.351138614234504,21.329366396343897,22.977116177077036,0.05301761425121539,-0.028801654481462546,25.013940627824653,-13.933987407574431,48.7706965288472,37.56476403981164,65.11640933880706,14.338342267380302,30.243957622607304,18.223013934000733,0.13170316740079047,65.05321050620746,73.10402410912876,-70.90449536020532,90.35907019071212,-6.714359878396971,25.562170888621683,20.527164103680448,21.29011042600971,0.42185774793358677,54.384425804516525,92.18334612324287,-586.2744216432691,,,24.172221668952293,18.603327490394104,15.065880806393555,-46.73426000915525,26.289639489786566,8.980391178841462,0.5922958062774839,0.45641840013483054,1.700190266169094,0.5922958062774839,0.5103429454546726,1.9010629457834693,0.5922958062774839,0.6611324775492088,2.462764434223874
2010-01-13,26.906103437333183,27.324198902136942,26.888684108207393,27.2545166015625,9620600,0.0,0,1.5249688036938644,0.9185837732021356,1.291927947938176,2.466750571226356,0.8325925658531009,0.40858534036519295,1.6639089723303575,26.891592071961963,27.66303081512451,28.473267473073896,26.852794157175126,27.66303081512451,27.591523075774752,-0.22899078739943302,26.9700503455268,28.948169876376095,24.991930814677506,26.9700503455268,26.894845673047936,0.09239690483694656,21.365077540988015,29.36856944564633,13.361585636329702,21.365077540988015,23.007693413957504,0.05260149797872218,-0.03415845293882558,20.945164192460922,-16.264716706464082,59.0360796659305,31.51207967559011,63.207262935123744,17.743133072282934,27.32386696768106,19.824228839802675,0.07501456181872035,61.61399599332444,60.139141339025834,-19.48071816887108,89.93369199224469,-7.881688089143458,26.044660787906604,20.147960861084233,21.058827501834752,0.42614031022181265,54.48589379125536,89.14669572385255,-402.1633662927247,,,24.26942229208845,18.52140306708486,14.806637935998284,-50.69803255346388,15.974122612623969,8.880426607114426,0.47906225968088734,0.45467608561274064,1.6682595852265971,0.47906225968088734,0.5083592949592064,1.8652295411838717,0.47906225968088734,0.6599581645296354,2.421463474027641
2010-01-14,27.115152648237952,27.15870512815418,26.967077539237245,27.01934051513672,9235600,0.0,0,-0.8628884887736319,0.9332194408187584,1.2864667283205107,2.4641595076617975,0.24264254383745154,0.41900513580836984,1.6688514525251315,27.155799870635615,27.553281211853026,28.38729041758459,26.71927200612146,27.553281211853026,27.530249171372525,-0.2275575799478408,27.015549426608615,28.89750006900549,25.133598784211742,27.015549426608615,26.91048353950509,0.13214314508517844,21.401222281985813,29.424312986949026,13.378131577022602,21.401222281985813,23.041265138760707,0.05914449297679846,-0.03366277389707584,38.48176807403162,29.46835255769155,62.65681858843554,26.538163926973148,61.26214434750972,15.817322766126143,24.35817965664931,19.96769272150558,0.10822268013348735,59.98884570543501,69.84609352524085,8.102165015737093,89.9307429506241,-8.475137212206212,25.958828893942332,20.081561929867288,20.873082331549437,0.49296393003936134,54.87782598352132,91.78970215196424,-300.9186958286636,,,24.17581007417555,18.44996215682744,14.651553717047168,-50.698339527555206,22.637163900728286,9.980378651683658,0.2874390623252552,0.45903093525906513,1.6988976285409623,0.2874390623252552,0.4986729717631937,1.8456148901333405,0.2874390623252552,0.6584334806611972,2.4368969342250635
2010-01-15,27.010627318132638,27.132570926989434,26.488009240899537,26.653505325317383,13936400,0.0,0,-1.3539752741721751,0.9724762452383844,1.3061080767167,2.4609908092867174,-1.0823130159869323,0.4181948984826426,1.661921186928943,27.048374394176047,27.409561157226562,28.3234666688485,26.495655645604625,27.409561157226562,27.437356688420557,-0.2663845863852359,27.0506226433648,28.841252943982738,25.259992342746862,27.0506226433648,26.915216451489076,0.10441160792290678,21.434001733386328,29.475213641261963,13.392789825510693,21.434001733386328,23.07271237493759,0.06005206686967217,-0.03903341084787526,22.339260335734735,16.42497950718864,57.39113589583555,21.250003599842813,58.75481773114548,13.690061770121996,31.1188365066933,20.273179433147916,0.08199056281104733,60.85991838408824,64.26975063034439,10.410937252778668,89.6071003396874,-9.082788950448041,24.99803169102978,21.446978014551814,20.688981276329223,0.5085446366160009,55.137703908056835,90.27137695226908,-299.15325893987335,,,24.141441412844923,18.872969318605875,14.527010718869041,-54.31096160126555,17.629845153483373,10.113813932630796,0.6445616860898973,0.4773226393051832,1.7908437688748895,0.6445616860898973,0.5062991554579835,1.899559361061094,0.6445616860898973,0.655318944249073,2.458659513075771
2010-01-19,26.644799015882572,27.16741717521466,26.56640620891489,27.010631561279297,9662100,0.0,0,1.3398846853463975,1.13564131027991,1.3167144757707037,2.4620140126171552,1.2499626599363574,0.4177399471506235,1.6620983643568685,26.758028497735452,27.317231941223145,28.18086619303168,26.45359768941461,27.317231941223145,27.294838258765434,-0.33400856776823323,27.090378867255318,28.7921181225068,25.388639612003836,27.090378867255318,26.903837706872917,0.07910192915107388,21.46785665693737,29.53091727314437,13.404796040730371,21.46785665693737,23.101019038576958,0.05474414224118901,-0.051162849122940446,19.660318252855447,-3.865029261713297,52.12543204610167,14.22986804571292,55.972806599478325,13.519843112945553,29.01286990789156,22.11074397024789,0.0629424327082404,57.68009415067116,48.558125226495655,13.691240377008805,88.955238859759,-9.669773530714895,24.284160943164004,20.704590703173192,20.39710901511381,0.44910478008866916,55.20230053938361,87.90950081052429,-297.17264182555346,,,24.109244956522037,18.822221153424874,14.31572353358604,-60.88625647945764,13.28967154404796,9.184026269787845,0.6010109662997678,0.46077319129657895,1.705895659089711,0.6010109662997678,0.5127661845267122,1.8983865051929432,0.6010109662997678,0.6530567101014073,2.4177765285488078
2010-01-20,27.001919517961213,27.210966437447077,26.75803061454909,27.167415618896484,13302800,0.0,0,0.5804531347646941,1.171905659088408,1.3095471132964671,2.434020959086485,-1.0597829662970764,0.43526103450605735,1.6596364753169641,26.914818315136284,27.24754981994629,28.022969096360953,26.472130543531627,27.24754981994629,27.243164313767956,-0.22315807399945667,27.138211822509767,28.717929270969407,25.558494374050127,27.138211822509767,26.908480917934064,0.08837471470737263,21.506502567775666,29.58515554574038,13.42784958981095,21.506502567775666,23.131925066424408,0.05675468631065695,-0.03305272002764548,30.64913498936191,25.641177549615207,52.26494675160227,12.605917486612828,54.96015291484356,12.96592778143275,25.81873501734448,23.509411340773596,0.07093245351813526,58.535759516468346,58.36805623580748,25.882460505120267,88.43043281641141,-10.181414188912834,23.962698762852078,20.268957225848943,20.118819631342923,0.4616782636752461,55.06869116855209,90.21515089499569,-249.57067940725918,,,24.12675504879379,18.803872526542442,14.145357381442377,-36.05466396246694,14.801475718019127,9.456852544179375,0.45293582289798806,0.46599949154886,1.7152882632852673,0.45293582289798806,0.5121155334443109,1.885035885003745,0.45293582289798806,0.6496943130674816,2.391446879531604
2010-01-21,27.123862744683365,27.367751644550022,26.627376110452314,26.66221809387207,15403600,0.0,0,-1.8595715253570912,1.2781944015516147,1.144039350213925,2.4193480703859156,-1.894490338978833,0.4443799720941219,1.6569245248839148,27.04547089029755,27.14215507507324,27.92098636006652,26.36332379007996,27.14215507507324,27.22939182379132,-0.16631952120863241,27.148219723171657,28.7095280135709,25.586911432772414,27.148219723171657,26.91973894841069,0.10648261398562922,21.539760816664923,29.634080771400228,13.445440861929617,21.539760816664923,23.163826177511144,0.06515359339901104,-0.02500772646235494,36.39411854593697,44.5716183866226,45.21367608363732,13.558827811449936,54.07126549603864,13.678732989057934,23.693402582341243,24.408941984676375,0.08604792257798288,58.53272288639412,62.674770875357524,27.603241541467874,88.2591616561064,-10.756005214979965,24.682931686242128,20.869426321413417,19.85544381221772,0.5587794646970823,55.07981610320117,91.22736769479246,-247.96243632126001,,,24.15349113244469,18.83266852579356,14.00777178573178,-26.31590320882078,17.88229406944793,10.903159633982927,0.7403755340977085,0.5121641203816611,1.920935904801464,0.7403755340977085,0.5002476786843475,1.8762417924985855,0.7403755340977085,0.6489760367322562,2.43406619227008
2010-01-22,26.56640204059586,26.749317453915783,26.08733643883286,26.113466262817383,14459400,0.0,0,-2.0581627122043917,1.3709747704260509,1.179021414978974,2.4218426172871728,-2.2140988764300467,0.4423384962161077,1.6570492667935108,26.8857819496248,26.98101387023926,27.881327471707458,26.08070026877106,26.98101387023926,27.126269327442365,-0.22659201308372415,27.141057798597547,28.718608168544794,25.5635074286503,27.141057798597547,26.90854238951771,0.022241228410895927,21.571729909806024,29.674445856029514,13.469013963582533,21.571729909806024,23.19148144957724,0.05606730496397949,-0.03802645236443136,31.340218226591034,12.57878404394045,40.68377039794036,13.673822610508441,52.609729589181214,11.45377518016462,29.6496525668695,24.82247701351275,0.017181363158915275,57.23292176075456,36.66231558136547,29.55378279416112,86.52611223383713,-11.334224633740053,24.208222388743877,22.88077927713804,19.595697591687816,0.45845494357500405,55.54831642127329,87.96575149594366,-246.3014278418093,,,24.005231229859547,19.224017469069132,13.887942977153406,-35.0727132396998,3.969562362289393,9.419765992474003,0.6619810150829224,0.5504892950288969,2.1080667326525364,0.6619810150829224,0.4986931858293852,1.9097165455183855,0.6619810150829224,0.649005983992437,2.485330662197642
